0.000434	0.05203	-0.013957	0.06439	0.003306	0.023927	-0.03921	-0.012574	-0.049375	-0.036296	0.006889	-0.074991	0.078966	-0.008998	0.094443	-0.068625	-0.044103	-0.086580	0.059548	0.099287	-0.065771	0.062845
0.078042	-0.019675	0.003468	0.043032	-0.086823	0.040037	-0.020306	0.056746	-0.063108	-0.0409	0.057137	0.074241	0.000933	0.056765	-0.014978	-0.059065	0.064797	-0.054083	0.004546	0.022700	0.098642	-0.067422
0.025061	0.018194	-0.053111	0.08094	-0.036886	-0.084641	0.028243	-0.031226	-0.011992	-0.000182	-0.086956	0.067072	-0.005454	0.069745	-0.092944	0.010971	0.084594	0.080218	-0.092099	-0.060084	-0.014118	-0.095506
0.086141	0.049023	-0.061271	0.079315	0.081176	0.095732	-0.056622	0.074215	0.064408	-0.013763	-0.075409	0.023013	-0.088993	-0.079619	0.039011	0.004137	-0.051311	0.034004	0.081996	-0.035188	-0.065490	0.010632
-0.012066	0.099591	0.060255	0.094346	0.083074	-0.020131	0.036841	0.022694	0.083562	-0.08146	0.00147	0.070924	-0.018606	-0.052792	0.096263	-0.044841	0.047918	0.093138	-0.016556	-0.041809	0.061411	0.034641
0.023557	-0.096749	0.028916	0.016957	0.082374	-0.002125	0.031136	-0.090787	-0.026139	0.04787	0.029242	-0.047081	0.06778	-0.017989	0.066634	0.017190	0.002257	-0.041197	-0.094260	-0.011133	0.063149	0.044888
0.029902	-0.026681	-0.004794	0.007938	-0.028222	0.005893	0.051978	0.025742	-0.081111	0.005659	-0.077546	-0.019279	-0.060624	0.068938	-0.02414	-0.099826	-0.005043	0.057309	0.049346	0.001369	0.027591	0.065671
0.032718	-0.090671	0.045732	-0.014084	-0.041675	-0.004827	-0.015062	-0.00838	-0.075017	0.007277	0.082606	-0.025497	-0.03884	0.016892	-0.03162	-0.028427	-0.042193	0.051488	-0.045179	0.066277	-0.085387	0.041699
-0.073781	0.034388	-0.079264	0.02989	0.080631	0.014686	-0.023351	0.083723	0.044064	-0.002119	0.003738	0.069087	0.05841	-0.072372	0.011889	-0.063348	-0.011194	-0.089875	-0.057977	-0.043409	0.024699	-0.055359
0.06661	0.019718	-0.059844	0.098394	-0.084796	0.015935	-0.091708	-0.011004	-0.099849	0.091134	0.01121	-0.039148	0.042362	0.078434	0.037131	0.037740	0.074017	-0.061655	0.072728	0.088812	0.087748	-0.003852
0.072418	-0.059842	0.087378	0.000003	0.096829	-0.033361	-0.006528	-0.000401	-0.02898	0.064512	0.029881	0.060555	-0.075099	0.046826	0.025923	-0.056810	0.065152	-0.080510	0.049034	0.029334	0.065225	-0.003633
0.023017	-0.040485	-0.072837	-0.005425	-0.091443	-0.06881	-0.00676	0.055521	-0.096996	-0.078765	0.070563	-0.065853	0.000653	0.00296	-0.050329	-0.026582	0.092576	0.014759	0.027150	0.051127	-0.065200	0.096375
-0.022075	-0.026049	0.017892	-0.019091	-0.094756	0.020741	0.094969	0.004229	0.095682	-0.039384	-0.077896	-0.093219	-0.077164	0.082284	-0.002984	-0.091698	-0.033148	0.096245	0.076250	0.022481	-0.012414	0.092757
0.000988	0.074737	-0.066405	-0.058937	0.011066	0.099745	-0.078439	-0.068254	0.076085	-0.066774	-0.014072	-0.022043	-0.074608	0.020303	-0.033731	-0.075623	-0.066172	0.018405	0.031784	0.035866	0.035569	0.023391
0.034532	0.070118	0.049354	-0.096523	-0.055414	0.046353	0.089899	-0.045949	0.000158	0.088562	-0.092041	-0.079542	-0.017085	0.012493	-0.054684	0.053650	-0.033046	-0.085821	0.065051	0.083684	0.018250	0.099459
-0.008311	-0.056489	-0.089052	0.02887	0.021494	0.087359	-0.051898	0.008064	0.036887	-0.01423	0.087649	-0.067913	0.095906	0.070628	0.024428	-0.064286	-0.094476	-0.023660	-0.026036	0.062844	0.013173	0.027179
-0.06514	-0.004144	0.003365	0.045781	0.064152	-0.068004	0.009852	0.055848	-0.079782	0.09898	-0.023697	0.039611	0.009402	0.078605	-0.051785	-0.092827	-0.017610	-0.040275	0.030285	0.060766	0.070713	0.036455
0.061758	-0.057848	0.078537	0.061301	0.008985	-0.098965	-0.020156	0.007679	0.088622	0.014267	-0.060344	0.043685	-0.065668	0.064514	-0.07153	0.020014	-0.049331	0.093253	-0.059660	-0.073384	0.002212	-0.053121
