0.062246	0.09267	-0.005981	-0.073638	0.036007	0.006623	-0.027232	0.067538	0.007249	0.060638	-0.077281	-0.030429	0.048108	0.026688	-0.020502	-0.095622	0.013360	0.037311	-0.057512	-0.059797	0.059578	-0.057761
-0.003283	-0.025031	0.095598	0.004791	0.096661	-0.069558	0.077673	0.010236	0.009628	0.042753	0.02996	0.080631	0.087604	-0.019699	-0.022805	0.057014	-0.067740	0.097677	-0.079774	0.079322	-0.018258	0.022249
0.01379	-0.059377	0.01741	0.073769	0.057743	0.00207	-0.095766	-0.068295	-0.063185	-0.033628	-0.047061	0.09993	-0.041427	0.05827	0.041783	-0.073486	-0.023439	0.037228	0.025935	0.044715	-0.076327	0.001016
0.036791	-0.096999	-0.027081	-0.097931	0.080199	0.073894	-0.068653	0.039363	0.05189	-0.03007	0.030991	0.095448	0.037261	0.098099	0.075577	-0.000211	0.094033	-0.003099	0.032426	0.090058	-0.029500	0.010962
-0.072898	0.071659	0.070675	0.075409	0.070916	-0.098251	-0.016115	0.028652	-0.048167	0.013415	-0.086195	-0.07109	-0.065961	-0.099673	0.077408	-0.001436	0.061113	-0.002007	0.097907	0.004082	-0.005752	0.037624
-0.06943	0.008691	0.02199	-0.080048	-0.065763	0.070549	-0.075721	0.001855	-0.028369	0.028421	-0.088139	-0.09584	-0.007228	-0.073866	0.05536	0.067393	-0.018478	-0.029067	0.024400	0.033180	0.053867	0.029569
0.092402	-0.083747	0.043099	-0.025434	0.045259	-0.012132	0.03265	-0.032631	-0.071734	-0.014915	0.095074	-0.013947	0.093736	-0.047281	0.008636	0.026496	-0.045750	0.097088	0.007074	0.034084	0.019691	0.080697
0.084491	-0.047588	-0.049402	-0.094713	-0.044151	-0.010656	-0.082405	0.018293	0.071142	-0.038662	0.058868	-0.084857	-0.038204	-0.056766	-0.004682	-0.032382	-0.003496	-0.081542	-0.025820	0.055446	-0.014275	-0.022157
0.090503	-0.000161	0.096378	-0.031609	-0.095721	0.062817	-0.010012	0.02041	-0.080489	0.038416	-0.045108	0.077776	-0.072476	-0.007486	-0.042968	-0.055433	-0.002379	0.092820	0.024184	0.091708	0.035381	-0.035632
-0.093844	-0.067427	-0.073529	-0.03565	-0.012592	0.093074	-0.043892	0.063654	-0.018426	-0.073662	-0.09767	0.067487	0.038044	0.041633	-0.062743	-0.001268	-0.084986	0.068649	0.093116	0.043537	0.066224	0.027060
-0.094381	-0.083114	-0.084022	0.091599	0.034483	-0.020823	-0.06738	-0.082433	-0.023797	-0.001643	-0.044673	0.012476	0.042955	-0.011518	0.03161	-0.012966	0.045962	0.024440	0.048888	-0.083097	0.022488	0.006099
0.09995	0.073664	-0.011483	-0.032022	-0.047126	-0.002135	-0.09522	0.090774	-0.053013	-0.059034	-0.077335	0.081275	-0.005038	-0.052236	-0.068739	-0.067884	0.015790	-0.066854	0.037991	0.011695	-0.023964	-0.069550
-0.072529	-0.065874	0.074571	-0.07488	-0.031524	0.000006	0.01293	0.063493	-0.092668	0.027584	0.038506	-0.029905	0.007328	0.098019	0.095638	-0.058101	0.078009	0.036899	-0.008057	-0.085765	-0.063253	-0.082504
-0.073866	-0.031856	0.068053	0.084901	-0.074194	0.041065	-0.023318	-0.008824	0.044831	-0.025316	-0.01326	0.0998	-0.043521	0.049559	-0.021529	-0.075135	-0.013092	-0.036811	0.055166	0.010584	-0.094614	-0.073416
-0.04955	0.04859	-0.008911	0.052621	0.072629	0.046949	0.018463	-0.001619	-0.006016	0.092728	0.009909	0.00248	0.089383	0.034456	-0.092734	0.004283	-0.071772	0.036684	-0.040395	0.003940	-0.040642	0.070102
-0.0516	0.028177	-0.024811	-0.02211	0.062533	-0.02853	0.063399	-0.093617	-0.073409	-0.083072	-0.078259	-0.054341	0.026467	-0.015879	0.035275	-0.068052	-0.008540	0.051757	0.007118	0.082246	-0.021540	0.091183
-0.035596	-0.034986	0.030892	0.06764	-0.062696	0.074833	0.076918	0.09899	-0.070584	0.034725	0.094924	0.041141	0.073065	0.063853	0.093197	-0.037744	0.083500	0.042139	-0.055268	-0.088600	-0.005031	0.033447
0.003425	-0.050675	-0.098552	-0.096903	-0.073584	0.042691	-0.073713	-0.00994	-0.060478	-0.019186	0.095449	0.097252	-0.042938	-0.09849	-0.010872	0.016777	-0.032508	-0.006993	0.043195	0.094716	-0.029918	-0.056242
-0.086967	0.050836	0.075904	-0.015425	0.053412	-0.077972	-0.075906	-0.001695	-0.042988	-0.064024	-0.056302	-0.033303	0.086794	0.085842	0.004105	0.051756	-0.020889	-0.049161	-0.056596	-0.076261	-0.049827	0.040136
0.032209	0.010962	0.031288	-0.009435	-0.001167	-0.026186	0.004647	0.043729	-0.020416	-0.039414	-0.043153	0.018715	0.045073	-0.061299	-0.023419	-0.093564	-0.031755	-0.087559	-0.020417	-0.078100	-0.000591	0.085392
0.096438	0.033059	0.014682	0.070679	0.039258	0.084853	0.076979	0.087806	-0.034373	-0.045195	0.081259	0.057491	-0.083603	0.054012	0.026449	-0.079540	0.034742	-0.035412	-0.077067	-0.031145	0.007385	0.003726
0.046477	-0.037323	-0.040926	-0.03535	-0.019105	0.055898	-0.081137	0.09308	0.057026	0.015968	0.066299	-0.082668	0.038513	-0.000107	-0.081979	0.047727	0.018096	0.058539	-0.008331	0.008785	0.081435	-0.094695
0.050921	-0.02095	0.081171	-0.046251	0.053881	-0.035202	-0.05046	0.043417	-0.001022	0.087487	0.098727	-0.058233	-0.066919	-0.080482	-0.010228	0.071696	0.008074	0.003995	0.001173	-0.035494	0.061127	-0.011826
-0.093958	-0.088312	-0.090302	0.034457	-0.090141	-0.086975	-0.033498	-0.002397	-0.072939	-0.019616	-0.03842	-0.049821	0.099326	0.084461	0.014036	0.016383	0.019373	0.012173	0.055621	0.082407	-0.062118	0.018814
-0.031587	-0.058958	-0.017914	-0.04768	-0.088909	-0.078387	-0.098831	-0.023434	0.007677	0.037121	-0.044662	-0.044634	-0.022701	0.026242	0.083177	0.084973	0.058041	-0.030734	-0.053460	-0.096930	-0.005408	0.000789
0.084113	-0.057862	-0.035253	-0.015999	-0.043294	0.083178	0.047171	-0.018097	-0.043659	-0.039982	-0.061187	-0.003912	-0.082231	-0.025606	0.063092	0.084869	0.008619	-0.043057	-0.085709	-0.062138	-0.053966	0.033962
0.001199	-0.095731	0.08789	-0.00991	0.083109	-0.040635	0.056324	0.038996	0.063103	0.008197	-0.032776	0.052205	0.056805	0.090553	0.077468	-0.012945	-0.069042	-0.062344	0.053358	-0.007425	-0.070494	0.083785
-0.007421	-0.075523	0.017534	-0.019058	-0.003533	0.011224	0.072854	0.020531	-0.078348	0.040848	-0.098405	0.032872	0.007804	0.010277	0.047876	-0.062406	-0.047683	-0.022015	0.034905	-0.077704	0.031538	0.011310
-0.057345	-0.047304	-0.022795	-0.039625	0.016163	-0.090144	0.054509	0.08767	-0.0805	-0.052587	0.07175	-0.077733	0.07349	0.007227	-0.087752	-0.036657	0.036621	0.010439	0.002569	0.086446	0.052809	-0.051991
0.005204	-0.021367	0.028319	-0.082778	-0.085265	0.003388	-0.039714	0.039077	0.08197	0.036495	0.035457	-0.040194	0.048531	0.041784	0.017232	-0.004737	-0.084302	-0.074661	-0.090876	-0.055528	0.074773	-0.050596
0.063018	0.07468	-0.089412	0.066982	-0.048436	0.028847	-0.097169	0.064286	0.031256	0.045444	0.005147	0.091535	0.041753	-0.064888	-0.087941	-0.025132	-0.071075	0.021083	-0.031345	0.033788	0.000575	-0.057217
0.061511	0.09934	-0.033432	-0.073377	0.017266	0.007566	0.043597	0.042164	0.040829	0.012114	0.075397	0.046625	0.098739	-0.036418	-0.069873	-0.061251	0.071220	-0.045703	0.076515	-0.042336	0.014759	0.035978
